0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
431180.0,17507.82,15523.0,65354.0,13753.0,204868.0,1031269.0,56760.0,10742.67,164319.0,4301.0,316114.0,30528.0,1046.057,7406651.0,12194.0,97155.0,4262.0,6626.0,37069.0,3041.171,16574.0,147663.9,258642.0,691871.0,29324.0,164834.0,54059.0,146169.0,45214.0,17795.0,8838.0,3375532.0,49127.0,8723.785,4314.159,723816.0,13554.0,29359.0,128164.0,13013.0,19426.0,65787.54,12489.0,16159.0,44067.0,5486.0,423491.0,43874.0,133045.0,133045.0,12169.0,3683.818,156727.0,13187.0,4818.0,31654.0,286724.0,11951.51,523325.0,97763.0,5864.0,73999.0,14004.0,5849846.0,76042.0,8287.0,8979.0,587756.0,587756.0,6358.892,31620.0,155833.0,85591.0,593029.0
29238.09,10346.0,11795.0,27494.0,11385.33,170920.0,1694665.0,11579.0,14935.65,144522.0,17388.0,106816.0,18903.0,9977.0,6183698.0,40293.0,8659.0,6049.0,6147.0,9933.842,7379.0,28082.0,107057.9,375165.0,864819.0,5118.093,556722.0,46032.0,656010.0,8383.557,421613.8,8984.0,8624332.0,175891.0,18035.0,12592.0,664718.0,30570.0,57031.0,196633.0,19559.0,23305.0,385756.0,3583.0,18587.09,53650.0,6575.0,451891.0,33838.0,67837.0,67837.0,10921.0,9339.0,237592.0,120898.0,24645.0,1341.325,95155.0,49654.77,2319862.0,76938.0,9964.0,35436.0,1920.439,15367.0,302046.0,5153.0,8261.0,86224.0,86224.0,23938.0,41781.0,26254.0,98662.0,430162.0
106970.0,16189.0,9334.0,24140.0,15865.0,204041.0,1262815.0,12283.0,9678.0,272429.0,10584.0,112192.0,19463.0,11958.0,7395881.0,6016.0,7096.5,3457.0,5184.0,9685.0,15368.0,36055.0,173351.0,2238.305,788955.0,5297.0,607858.0,46155.0,616304.0,21453.0,447536.1,8303.0,4049640.0,70156.41,12447.0,14506.93,829256.0,31111.0,27591.0,147223.0,40837.0,28455.0,1055024.0,21453.75,28148.0,85272.0,5679.0,595346.0,41656.0,74692.0,74692.0,19338.27,4817.01,150029.0,26295.0,7861.0,26161.0,172231.0,19942.0,1767355.0,98080.0,17180.0,34571.0,4084.0,5072.0,199093.0,5212.0,7633.0,118916.0,118916.0,4859.0,54095.0,32399.0,83233.0,445387.0
305375.0,8438.0,18101.0,76560.0,48497.0,124020.0,691424.0,13736.3,13704.23,161052.0,10319.0,71074.0,16955.43,14662.0,1695600.0,18741.0,4024.0,2824.0,5142.773,9855.0,4813.281,13392.0,487811.0,14561.0,452944.0,13676.0,86295.0,28395.0,62963.0,25592.41,4408.0,5073.0,1703678.0,21046.66,2609.305,19605.0,802057.0,21218.0,21072.0,17034.0,14432.0,28659.0,76200.45,12730.02,20142.0,66514.37,9460.0,541113.0,12123.0,28143.0,28143.0,9125.0,3851.437,267998.7,10887.34,1119.334,15323.0,39806.0,8176.0,2394305.0,19870.0,13289.0,29257.0,6306.0,2627966.0,25429.54,1381.822,9037.0,84908.0,84908.0,4903.651,34285.75,31547.86,93455.0,177761.0
237614.0,22258.79,7608.0,46505.0,14553.0,212308.0,642068.0,15147.0,8280.661,461411.5,15687.0,13094.0,30895.0,9796.0,7042804.0,17917.0,8827.0,6361.0,7648.0,6890.742,45845.0,34689.0,131226.0,186416.0,391287.0,8842.735,119365.0,50329.0,139289.0,18788.0,12558.0,6856.0,1344945.0,38554.0,4015.831,47199.0,1019130.0,62609.0,26383.0,109324.0,11776.0,84863.0,1121467.0,10029.0,24637.0,59883.0,5178.0,408466.0,39363.0,73165.0,73165.0,20769.0,11463.13,89004.0,6688.66,701.3539,46646.0,103207.0,43898.0,6454553.0,95131.0,13974.0,40057.0,58487.0,75838.4,14327.31,4472.0,15988.0,81119.0,81119.0,17244.0,20354.0,48473.0,95215.0,417567.0
12626.54,13419.0,12010.0,506098.0,15532.68,166386.0,721124.0,10731.0,7289.627,201342.0,11243.0,85380.0,16536.0,7547.0,7504285.0,11738.0,6191.0,10226.0,19288.0,22314.0,9132.466,15085.0,148454.7,53186.0,386539.0,9398.0,479055.8,38814.0,183634.0,23215.0,11896.0,4266.0,3578083.0,59699.0,7481.0,40177.0,708582.0,35503.0,29376.0,108379.0,21599.0,76826.0,720677.0,3058.246,21822.0,73066.0,5566.0,556764.0,35503.0,64163.0,64163.0,15551.0,12122.73,47802.0,58440.0,21922.0,1488.8,130346.0,9300.58,4434374.0,95783.0,14580.0,27857.0,12774.0,10512.0,78400.0,4553.0,17311.0,63365.0,63365.0,12382.0,48453.25,19083.0,96265.0,407717.0
42061.0,14966.0,9380.0,147204.0,15950.0,225522.0,712443.0,13258.0,7460.0,233660.0,16734.0,117815.0,24966.59,9862.0,4428128.0,5695.533,6974.263,100058.0,8566.0,56934.0,12801.0,26462.0,192764.0,2893.707,393644.0,19350.0,439923.0,42084.0,267248.0,22438.0,209856.9,2205.973,1960034.0,40993.0,7125.542,35628.0,850336.0,35262.0,28113.0,83877.0,13398.0,65020.0,1223544.0,17656.24,23857.0,66302.0,5842.0,9184.0,39942.0,76002.0,76002.0,26300.0,8123.0,49982.26,21839.0,13546.0,8152.0,5116.123,13237.0,3415302.0,624.0789,18557.0,40393.0,12031.0,9874.0,101183.0,5211.0,10270.0,108718.0,108718.0,7895.407,23208.0,34939.0,104871.0,466214.0
27835.0,19252.0,9224.0,42305.0,9953.0,179261.0,498110.0,58388.0,11975.0,306294.0,4864.0,78685.0,28764.3,2406.342,7720883.0,11023.0,107888.0,2883.0,4549.0,15107.0,37574.0,51472.0,118855.0,4235.672,244493.0,18512.0,1279317.0,42337.0,209721.0,14514.0,15029.0,17855.0,2985785.0,51194.0,13085.0,10288.0,578815.0,51538.0,33809.0,432046.0,8688.0,23618.0,1233158.0,3577.0,18427.0,49265.4,4732.0,279711.3,39506.0,77207.0,77207.0,27307.0,258130.0,116826.0,60916.0,12820.0,9851.0,201078.2,43696.92,628519.0,99999.0,10208.0,39838.0,9491.0,8078.0,63452.0,4585.0,7587.0,73549.0,73549.0,12829.0,20896.38,48598.0,73798.0,455320.0
19608.99,8804.0,8087.0,22833.0,15981.0,104342.3,1321583.0,10686.0,20164.0,157402.0,7010.59,18723.0,18600.0,8531.0,7589670.0,11840.0,4404.0,6389.0,14450.0,40122.0,7602.0,18749.0,159947.0,385247.0,744747.0,4668.696,535358.0,36667.0,634725.0,20332.0,43784.71,4784.0,6372414.0,99676.0,8208.612,12875.0,720821.0,34201.0,34749.0,89190.0,14968.0,28521.0,592716.0,3354.116,38869.0,140469.0,6572.0,187632.2,38356.0,70423.0,70423.0,12546.6,10729.0,74031.0,41633.0,23062.0,2030.0,156455.5,15265.56,2890366.0,99370.94,8828.0,28608.0,3630.0,6656.0,243436.4,5665.0,5256.0,94800.0,94800.0,15782.0,27331.0,25096.0,96430.0,460567.0
19490.28,11281.0,1853.588,21287.0,7390.379,88774.0,435619.0,6853.0,4771.76,113502.0,7456.0,264348.0,22929.0,6621.0,3521039.0,1774.633,13041.0,1307.682,1375.62,2719.356,14387.0,27580.09,74293.0,152201.0,195698.0,6355.0,1072753.0,30278.0,154013.0,20855.0,5944.0,4411.0,3168793.0,60433.0,11723.0,22995.0,869466.0,23416.25,34526.0,627548.0,3294.0,28456.0,524120.0,12239.47,15870.0,40891.0,3855.0,3328.675,21519.0,46781.0,46781.0,6154.0,6009.0,46825.0,122048.0,13931.0,6072.0,23160.85,82378.79,2031271.0,19040.75,8816.0,30950.0,4704.0,5542.0,73308.0,2381.611,10053.0,341986.0,341986.0,5558.0,25399.22,60383.0,65441.0,298450.0
14597.87,11819.0,2288.061,18627.0,7491.0,104727.0,409548.0,24544.0,5766.0,107130.0,1417.144,209476.0,11470.0,1022.801,4597252.0,5576.0,32199.0,2229.469,3208.0,2452.062,8178.0,24043.0,62599.0,274863.0,189480.0,12553.0,1397398.0,30599.0,164343.0,30437.0,7008.0,6024.049,2047046.0,51388.0,8847.0,1718.309,478354.0,14542.0,25005.0,348395.0,4347.0,8664.0,382530.0,1923.897,8435.0,21367.0,3091.0,288030.0,23588.0,74739.0,74739.0,8579.0,5975.0,29674.32,78570.0,8937.0,1330.123,98697.0,41731.2,277782.0,56607.0,3868.0,39587.0,3442.0,5091.0,71931.0,5274.134,4266.0,388381.0,388381.0,6708.0,19883.22,97567.0,43978.0,375294.0
10803.11,9555.0,2919.0,21298.0,8982.0,99910.0,302004.0,26291.0,7559.479,123314.0,3489.0,58646.33,14368.0,1089.605,3094174.0,2153.586,55564.0,3974.0,4594.0,4225.0,8081.0,15038.0,90157.0,739616.0,158580.6,7401.0,164602.6,25038.0,188935.0,11211.31,8049.0,6928.0,1396348.0,32163.0,3641.525,3803.0,230407.0,21579.0,17753.0,67379.0,5267.652,12549.91,313988.0,2856.0,11395.0,29843.0,3946.0,303424.6486,21917.0,38024.0,38024.0,7924.233,7732.484,46963.0,11216.0,10257.0,1971.137,12501.95,5725.0,317710.0,12006.05,4546.0,17338.0,6339.0,4562.0,68490.85,2561.554,5260.0,46432.0,46432.0,5952.0,9247.0,13376.0,47921.0,238937.0
30437.34,12563.5,2289.786,28696.0,6813.0,107256.0,689718.0,26790.0,11842.29,167620.0,2755.853,247826.0,39468.0,1296.105,5797646.0,7127.0,57288.0,2352.618,2775.854,5532.0,19930.0,23520.0,56021.16,58696.0,287065.0,14164.0,528345.0,27440.0,228795.0,23479.0,8429.0,4944.0,2987779.0,79966.0,5921.0,3393.834,471473.0,24343.0,24955.0,103975.0,10151.0,9958.0,861263.0,3741.0,15258.0,52698.91,3904.192,339648.4,27822.0,82050.0,82050.0,8038.0,20500.17,81020.0,63418.39,9910.0,5743.871,68125.0,44036.48,305060.0,74817.0,3832.734,34384.0,9338.0,11980.0,107967.0,4762.0,13314.0,404962.0,404962.0,10924.04,34953.0,89643.0,58369.0,414757.0
20547.8,11894.0,2290.279,44998.0,7807.542,116257.0,9932.873,22130.0,8381.0,120170.0,3032.397,64205.0,20075.99,1272.925,7743.0,2744.0,58907.0,1739.882,1322.63,5601.0,5803.0,22603.0,2332.501,101079.0,236382.8,7807.198,215114.0,23733.0,4683.354,5071.0,4997.264,458.4592,3328009.0,62632.0,3338.094,3473.876,284829.0,23841.0,22381.0,641.906,4121.114,9455.0,328539.0,3666.086,10252.0,26831.0,3830.254,649.8689,775.7346,42625.0,42625.0,5336.0,7672.0,2832.287,21606.0,22128.0,2034.4,106498.4878,12985.49,287405.0,175.9564,3719.0,17670.0,26597.0,6368.0,194928.0,13567.0,5070.0,55735.0,55735.0,6616.822,32860.0,13306.0,53932.0,252923.0
86373.0,13206.0,3031.0,17984.0,13107.0,118276.0,277201.0,23203.0,9463.0,112823.0,5552.603,328447.0,8675.0,1226.14,4947580.0,830.668,20955.0,1688.816,5589.0,5111.0,9308.0,9553.0,108391.8,75751.0,102061.8,11415.77,54051.0,22817.0,40002.0,50039.0,7349.0,1337.342,296117.0,19616.0,1273.152,2231.326,693017.0,14523.0,10568.0,32218.0,4645.0,8379.0,327774.0,4253.0,15226.0,50463.44,4814.0,402524.0,26276.0,82210.0,82210.0,8680.0,5576.0,84839.0,2124.815,299.2566,3691.0,55719.0,12863.85,275092.0,60700.0,6521.0,59779.0,38359.0,4625.0,6414.426,5249.0,4697.0,495766.0,495766.0,1211.0,9591.897,187638.0,45357.0,377870.0
154821.0,17511.9,2127.728,45602.0,8859.0,101650.0,1155610.0,24912.55,11070.21,207108.0,1840.878,444097.0,9496.0,1683.738,4197729.0,35217.0,44548.0,2428.814,2328.306,3742.0,3029.0,8177.0,53541.0,233226.0,700029.0,10169.0,173045.0,52750.0,180970.0,34470.0,12152.0,14002.0,4102205.0,48844.0,9395.0,2158.694,600865.0,9874.0,16567.0,174377.0,10566.99,9954.453,245439.0,9320.0,18031.0,65359.0,3180.0,37378.71,23864.0,67144.0,67144.0,7314.0,5498.0,86852.0,9429.063,2508.0,2641.896,60314.41,26524.0,304330.0,37433.89,6137.0,56084.0,4044.0,60731.18,125690.0,4845.239,4045.0,1020251.0,1020251.0,15628.0,15240.0,229784.0,41266.0,373960.0
19014.65,8106.0,2487.0,28326.0,11137.0,95858.0,826439.0,6851.0,7152.0,145008.0,6203.0,9880.0,17530.0,4662.0,4520530.0,1934.022,4388.0,10463.0,4572.0,10363.0,1006.563,26361.65,107475.7,1657.269,473050.0,6950.0,351841.0,27056.0,309021.0,17743.0,11999.0,5255.0,3554729.0,76684.39,6273.0,9853.0,509030.0,25532.0,30186.0,94355.0,6951.866,21029.0,368243.0,10835.08,17965.0,44853.0,8083.0,32072.7,24905.0,46246.0,46246.0,8945.0,4509.0,61371.0,43901.0,13557.0,3244.0,53263.6,7950.2,1549581.0,44049.95,7904.0,23341.0,6670.0,6492.0,131321.0,2561.2,7593.0,74475.0,74475.0,6157.0,20822.0,18965.0,50223.0,291699.0
13882.79,8462.0,3351.607,38112.0,8844.0,86455.0,776611.0,5386.0,4161.0,107786.0,6149.0,159038.0,12306.27,4603.0,4621744.0,6932.0,2885.0,11975.0,5900.0,13145.0,5030.0,10880.0,74561.0,81398.0,422194.0,6814.0,217189.0,25780.0,465496.0,16506.0,10290.0,3744.655,2822158.0,75485.0,5701.0,12495.0,656971.0,13223.0,24363.0,55973.0,19159.0,27433.0,518411.0,2626.889,11393.92,31323.78,3536.0,237303.0,22615.0,43110.0,43110.0,9476.0,8443.008,45368.0,13069.0,12473.0,494.7063,63688.0,7637.0,1819303.0,57815.0,6179.0,28293.0,2946.765,9203.0,183020.0,2252.116,7496.0,232229.0,232229.0,11604.0,19210.0,41321.0,39353.0,268926.0
18461.01,9834.596,2487.517,14288.0,11489.0,115779.0,894328.0,5052.0,5779.0,139495.0,4414.0,404149.0,11189.0,5307.0,3960073.0,765.4455,8384.0,6228.0,3145.0,1454.477,14713.0,17670.0,156027.7,66274.0,407471.0,2000.988,518607.0,37687.0,244666.0,46182.0,14115.2,6417.0,5093464.0,102547.0,8271.0,3406.12,877556.0,15480.0,22064.0,158932.0,5746.0,6787.0,424750.0,11852.06,11469.0,28744.09,4187.0,36850.63,23645.0,64908.0,64908.0,7775.915,5134.768,66463.0,83390.0,8329.0,26999.0,50128.95,12113.53,481209.0,30076.51,7719.0,49337.0,2490.093,4559.0,57607.0,4178.0,4527.0,1321221.0,1321221.0,2750.799,13614.0,190864.0,58986.0,356419.0
403456.0,17372.0,2642.03,64042.0,7819.0,160884.0,1098997.0,28637.0,8195.0,62491.0,2481.954,307746.0,17000.0,2342.361,3391541.0,13843.0,65494.1,14138.0,1467.952,273.3806,57056.0,5009.0,84399.0,238565.0,563743.0,7133.0,439861.0,50075.0,151173.0,24781.0,11522.0,22248.0,5264557.0,46875.0,10102.0,2602.16,635280.0,20235.0,15846.0,271758.0,4342.0,10552.0,698429.0,15279.0,9828.0,26196.25,3389.0,51119.65,21216.0,51232.0,51232.0,11214.4,5358.0,199262.0,55710.0,1196.318,5307.0,64809.55,25039.57,313513.0,25098.73,4822.0,38483.0,3252.0,133329.6,90350.0,2747.727,4696.0,677174.0,677174.0,14185.0,24996.0,117438.0,57006.0,300491.0
8121.712,8921.497,3125.0,19069.0,8915.0,122868.0,185943.0,35508.0,10163.0,102587.0,2305.954,50158.0,11465.0,1260.177,1069519.0,5534.0,32868.0,11457.0,1338.275,7437.0,6842.0,7800.0,61004.0,49159.0,103322.0,8928.0,231788.0,16094.0,57104.21,6885.01,3159.0,1343.84,1360741.0,19791.0,2443.282,4429.0,232741.0,18100.0,10929.0,45592.0,4181.0,12941.44,286157.0,892.8911,12758.0,30313.07,4198.0,1263.736,7032.0,16069.0,16069.0,6219.907,4819.0,6279.93,15125.0,9895.0,892.2012,4434.647,2264.218,329399.0,4639.959,4295.0,13347.0,6298.0,3043.951,34502.0,1068.089,4398.0,44689.0,44689.0,9718.0,7548.0,7110.0,43111.0,108924.0
325870.1,6147.39,1658.98,47497.0,7542.0,75419.0,667630.0,7188.0,5572.0,82529.0,2524.585,224454.0,13335.0,8061.0,4446438.0,3516.0,2817.0,2419.843,538.2292,8189.0,1824.088,12347.0,56606.0,695811.0,314275.0,3264.0,107505.0,22054.0,105919.0,11723.94,9834.0,4770.0,1474826.0,39519.0,5865.872,7612.0,578077.0,8240.0,26134.0,61451.0,3360.0,16583.56,50576.26,9404.0,13010.0,30562.0,3601.0,221013.8,25129.0,55965.0,55965.0,2335.653,1369.528,121272.0,3866.594,2535.735,3221.0,143817.4,9845.0,1252466.0,59875.0,5909.0,34163.0,5935.0,4299094.0,85484.0,2419.487,6186.0,312754.0,312754.0,6112.424,15087.0,62550.0,46340.0,317510.0
17653.68,10409.84,2078.813,17605.0,7889.0,137113.0,520883.0,24253.0,5003.585,85433.0,1129.832,160295.0,12200.0,1311.695,4495907.0,4267.0,48818.0,2318.492,2059.88,458.3836,11354.64,26006.0,76648.0,38093.0,290309.0,4483.0,759021.0,25643.0,351477.0,18328.0,8486.0,12858.0,2784528.0,72945.0,16845.0,1867.805,402576.0,11946.0,25747.0,762438.0,4205.0,9679.0,290228.0,8518.451,7640.0,19136.0,2703.0,147846.3,24950.0,54046.0,54046.0,7343.0,6237.0,76715.0,82553.0,13184.0,671.0995,78238.86,66683.23,287490.0,58931.0,3574.0,33806.0,2940.0,10285.0,125177.0,2928.171,4256.0,318396.0,318396.0,6454.595,18361.79,66923.0,46280.0,305663.0
466459.0,6870.0,2437.396,98568.0,13302.0,100118.0,2330514.0,8233.0,5549.144,98680.0,3969.0,86931.0,25285.07,7376.0,7795316.0,3827.0,2306.62,2570.117,3203.77,2105.855,2532.0,10450.0,144066.3,612970.0,938074.0,3708.0,620557.0,47420.18,289498.0,8776.0,223929.8,11593.0,7055413.0,44740.52,18667.0,14353.0,668675.0,9139.0,18781.0,169753.0,7243.0,31331.0,84684.0,26755.0,17574.0,37711.0,5206.0,519469.0,40543.0,70271.0,70271.0,4747.0,2287.186,183973.0,15211.58,4613.0,3885.0,218061.0,22237.23,2384842.0,97887.0,7753.0,22154.0,2317.7,4270871.0,222947.0,5497.0,8916.0,72822.0,72822.0,9427.0,42563.0,12170.0,53874.0,465203.0
76080.59,15771.63,5148.0,20796.0,17714.0,151595.0,813201.0,10340.0,40590.0,161060.0,13363.0,707338.0,25435.0,9942.0,6002144.0,1211.115,7450.0,2626.0,6734.0,5205.896,11287.0,13130.0,132708.5,516965.0,385571.0,14807.44,535191.0,39545.0,183408.0,24633.0,12152.0,6405.0,2534713.0,48907.0,6790.0,18635.0,894095.0,28640.0,19363.0,102909.0,10617.0,29088.0,511246.0,4714.681,77320.0,227446.0,7025.0,372830.0,38894.23,69314.0,69314.0,11380.0,5538.0,53636.0,16966.25,5816.0,4649.0,64574.0,11105.0,2331307.0,69464.0,17281.0,42130.0,8392.0,29917.72,452847.0,3809.0,12456.0,296334.0,296334.0,2075.524,21001.0,46311.0,110596.0,412585.0
397372.0,6102.0,5434.0,96623.0,15517.0,137334.0,1119604.0,13017.0,20585.0,176570.0,10637.0,433223.0,23157.04,10375.0,4999225.0,4778.0,4954.0,4061.0,9198.0,11503.0,2415.154,30818.0,104620.0,1854095.0,785287.0,10479.0,68202.0,37783.0,96785.0,14542.0,21773.0,8148.0,3657635.0,34638.0,5885.173,14456.0,707818.0,16992.0,33004.0,64488.0,21118.73,32576.0,163039.0,17214.0,62345.0,172211.0,6019.0,186326.0,28278.0,58600.0,58600.0,6664.76,2736.0,96431.0,3118.069,688.4479,9172.0,249379.0,27640.0,1657759.0,60597.0,13934.0,30098.0,4101.0,4509377.0,27904.0,3360.0,4768.0,176256.0,176256.0,12855.0,63699.82,27320.0,71099.0,365133.0
