iter	Logloss
382	0.01385619474
383	0.01377925762
384	0.01375605339
385	0.01367139816
386	0.01359614938
387	0.01352308933
388	0.01349779894
389	0.0133979376
390	0.01339792928
391	0.01333599312
392	0.01326005403
393	0.01319154889
394	0.01309999338
395	0.01309993794
396	0.01306586487
397	0.01300976166
398	0.01293969986
399	0.01290732206
400	0.01285491988
401	0.01285329253
402	0.01280006836
403	0.01276714026
404	0.0127204615
405	0.01264649491
406	0.01257522162
407	0.01257520221
408	0.01254603059
409	0.01250534418
410	0.01245830225
411	0.01245571708
412	0.01243265285
413	0.01235857952
414	0.0123459073
415	0.01231385802
416	0.01224580476
417	0.01218083986
418	0.01211075866
419	0.01210626336
420	0.01204541118
421	0.01197759634
422	0.01189931603
423	0.01187551299
424	0.01184879625
425	0.01176777967
426	0.01171882485
427	0.01164121406
428	0.01160887508
429	0.01160004388
430	0.01155518931
431	0.01153453699
432	0.01149559853
433	0.01145374636
434	0.01140033575
435	0.0114003503
436	0.0113478795
437	0.01134787604
438	0.01133658858
439	0.01128903586
440	0.01128445808
441	0.01122017794
442	0.01118147096
443	0.0110967887
444	0.01105105461
445	0.01098483524
446	0.01092221224
447	0.01089937119
448	0.01086503683
449	0.01085272431
450	0.01080241037
451	0.01080239096
452	0.0107807718
453	0.01075247138
454	0.01073466761
455	0.01068717865
456	0.01068714053
457	0.01064103842
458	0.01058908535
459	0.0105677455
460	0.0105177968
461	0.01045651353
462	0.01040703058
463	0.01040704583
464	0.01036122025
465	0.01030782073
466	0.01026378399
467	0.01026091603
468	0.01022704812
469	0.01018797797
470	0.01018170701
471	0.01014926406
472	0.01012890006
473	0.01012331594
474	0.01010049083
475	0.01009681405
476	0.01006147058
477	0.01001505935
478	0.009997941034
479	0.009995979625
480	0.009977764862
481	0.009961009026
482	0.009937934404
483	0.009937607965
484	0.009929530842
485	0.009867124086
486	0.009836686212
487	0.009807891624
488	0.009776240171
489	0.009776195814
490	0.009776188884
491	0.00975629618
492	0.009744737037
493	0.009715430958
494	0.009683667227
495	0.009667829719
496	0.009646508583
497	0.00959324213
498	0.009572447732
499	0.009549990643
500	0.009523364001
501	0.009478153877
502	0.009424102168
503	0.009407394154
504	0.009368448063
505	0.00934669722
506	0.009308612624
507	0.009295399799
508	0.009295418512
509	0.009266348772
510	0.009227981401
511	0.009200300588
512	0.009177042301
513	0.009157627821
514	0.009143154982
515	0.009112072545
516	0.009087405926
517	0.009040172017
518	0.00902827188
519	0.008990018867
520	0.008955962436
521	0.008929887483
522	0.008910913107
523	0.008894297966
524	0.008889935737
525	0.008877896985
526	0.008837401174
527	0.008801596802
528	0.008770104064
529	0.008759284435
530	0.00875011433
531	0.008734064047
532	0.008705863426
533	0.008695228848
534	0.008695032707
535	0.008658705756
536	0.008623687334
537	0.008597451587
538	0.008583189443
539	0.008570824252
540	0.00856535102
541	0.008521165266
542	0.008515919364
543	0.008478737155
544	0.008466087108
545	0.008425113767
546	0.008421088374
547	0.008412415205
548	0.00838382854
549	0.008383822996
550	0.008363101371
551	0.008338770201
552	0.008318668188
553	0.008289018343
554	0.00826111228
555	0.008204613314
556	0.008191083753
557	0.008162418077
558	0.008125920628
559	0.008091532907
560	0.008091553699
561	0.008054420005
562	0.008034864137
563	0.008020065552
564	0.008019978224
565	0.008004864288
566	0.007990925118
567	0.007982972749
568	0.007942460304
569	0.007922850376
570	0.007911063904
571	0.007887145114
572	0.007858970831
573	0.007840088634
574	0.00781262614
575	0.007770687342
576	0.007732073235
577	0.007731170155
578	0.00772257669
579	0.00771452937
580	0.00771450234
581	0.007714394913
582	0.00770773652
583	0.007686475682
584	0.007664373448
585	0.007649093866
586	0.007605338512
587	0.007567767487
588	0.007552006217
589	0.007547850526
590	0.007533561352
591	0.007514528064
592	0.00750014879
593	0.007481677588
594	0.007470848255
595	0.007454334303
596	0.007436546475
597	0.007393439149
598	0.007363492666
599	0.007338562677
600	0.007309097883
601	0.007284828397
602	0.00726894168
603	0.007246168547
604	0.007225968117
605	0.007199971482
606	0.007174911887
607	0.007162616003
608	0.007158756256
609	0.007140226835
610	0.007117217363
611	0.007085771062
612	0.007060335126
613	0.007046113181
614	0.007037563379
615	0.007037508626
616	0.007015233816
617	0.006997898568
618	0.006973773934
619	0.00697380235
620	0.006952603889
621	0.006936119046
622	0.006896165914
623	0.006896164528
624	0.006878105707
625	0.006877964319
626	0.00687798927
627	0.006877965012
628	0.006860916005
629	0.006851544214
630	0.006842427476
631	0.006815260926
632	0.006798186968
633	0.006784553445
634	0.006777712079
635	0.006764423709
636	0.006738062515
637	0.006726909515
638	0.006716218106
639	0.006692253573
640	0.006674627232
641	0.006663100664
642	0.006648615349
643	0.006646495226
644	0.006644279458
645	0.006633965775
646	0.006616012302
647	0.006600281527
648	0.006587544153
649	0.00657526421
650	0.00657317181
651	0.006550542144
652	0.006531693215
653	0.006529516259
654	0.006529494774
655	0.006519518619
656	0.00651812692
657	0.006518153257
658	0.006512128336
659	0.006497033114
660	0.006479697865
661	0.006446339363
662	0.00643832739
663	0.006429675014
664	0.006429675707
665	0.006429722143
666	0.006408859824
667	0.00639378678
668	0.006378838489
669	0.006350276082
670	0.006350177665
671	0.00634032072
672	0.006340197352
673	0.006327220174
674	0.006317097087
675	0.006298311921
676	0.00629116075
677	0.006291191245
678	0.006291141344
679	0.006278812885
680	0.006262097248
681	0.006244968536
682	0.006235411694
683	0.006223285614
684	0.006221905004
685	0.006210247445
686	0.006210246751
687	0.006196579268
688	0.006170107875
689	0.006152028954
690	0.006135266188
691	0.006135244009
692	0.006119380164
693	0.006118220645
694	0.006107620029
695	0.006090988253
696	0.00607796048
697	0.006057337273
698	0.006057358065
699	0.006057347669
700	0.006044609602
701	0.006044566631
702	0.006038739238
703	0.006026560484
704	0.006011285061
705	0.005990480268
706	0.005990471951
707	0.005978929442
708	0.005962240141
709	0.005954071533
710	0.005948264238
711	0.005928367376
712	0.005916416645
713	0.005901997866
714	0.005884454694
715	0.005871054738
716	0.005848929633
717	0.005828359099
718	0.005817150654
719	0.005806490432
720	0.005791640559
721	0.005773690204
722	0.005765205206
723	0.005765185453
724	0.005765218721
725	0.005753720916
726	0.005739935262
727	0.005730897188
728	0.005729888761
729	0.005708811242
730	0.005696642537
731	0.005679752245
732	0.005663869339
733	0.005657993777
734	0.005644735209
735	0.00563159585
736	0.005621005629
737	0.005606936507
738	0.005589524674
739	0.005572435814
740	0.005559740025
741	0.00555286158
742	0.005552812718
743	0.005552815837
744	0.005544780645
745	0.005528111097
746	0.00550900469
747	0.005498099812
748	0.005495960283
749	0.005486550026
750	0.005478932067
751	0.005478847165
752	0.005478837462
753	0.005471415298
754	0.005471423615
755	0.005464665418
756	0.005464610665
757	0.005464636656
758	0.00544845642
759	0.005439406218
760	0.005439274879
761	0.0054392378
762	0.005433050006
763	0.005432916589
764	0.005432923866
765	0.005416454964
766	0.005416443875
767	0.005409424735
768	0.00540195856
769	0.005396944492
770	0.005381031785
771	0.005374308589
772	0.00535917698
773	0.005359142326
774	0.005359104553
775	0.005338374958
776	0.00532811395
777	0.005321928928
778	0.005315377269
779	0.005298634601
780	0.005282503921
781	0.005273585403
782	0.00527357466
783	0.005273611047
784	0.005273584363
785	0.00527359164
786	0.005265953929
787	0.00525801958
788	0.005258041066
789	0.005255318658
790	0.005235754473
791	0.005232514337
792	0.005232365325
793	0.005215149633
794	0.005196524221
795	0.005196519716
796	0.005185352162
797	0.005172544441
798	0.005161633672
799	0.005147280388
800	0.005147270338
801	0.005147252318
802	0.005147260289
803	0.005133596271
804	0.005115874285
805	0.005103867414
806	0.00509254669
807	0.005092538373
808	0.005092516195
809	0.005092390748
810	0.005088052084
811	0.005080411601
812	0.005080274025
813	0.005065789749
814	0.005065783165
815	0.005053675798
816	0.005043813309
817	0.005032471446
818	0.005032496397
819	0.005018477523
820	0.005018517722
821	0.005001850599
822	0.004994944085
823	0.00499492052
824	0.004988476287
825	0.004988441287
826	0.004988420841
827	0.004985840515
828	0.004985883139
829	0.004974174638
830	0.004964423041
831	0.004962982133
832	0.004945430645
833	0.004932975007
834	0.004921914533
835	0.004916262488
836	0.004916011594
837	0.004916036198
838	0.004916016792
839	0.004906306433
840	0.004906262769
841	0.004900345969
842	0.004891659631
843	0.004879918209
844	0.004870063344
845	0.004860419867
846	0.004847132189
847	0.004843715318
848	0.004834188278
849	0.004834178575
850	0.004822579234
851	0.004813164819
852	0.004803476639
853	0.004794909164
854	0.004785951487
855	0.004775655131
856	0.004775621517
857	0.0047751977
858	0.004762779142
859	0.00474499166
860	0.004735567542
861	0.004735542591
862	0.004729569651
863	0.004729530146
864	0.004729523215
865	0.004729530146
866	0.004709367835
867	0.004709255557
868	0.004709235804
869	0.004709254864
870	0.004709231299
871	0.004709183477
872	0.004709102387
873	0.004701450814
874	0.004684965971
875	0.004672870386
876	0.004658500816
877	0.004658491806
878	0.004644204018
879	0.004644228969
880	0.004635077923
881	0.004635048121
882	0.004634795494
883	0.004624887954
884	0.004616806327
885	0.004611994638
886	0.004612031371
887	0.004603873852
888	0.004603792762
889	0.004603763306
890	0.004603736622
891	0.004603615334
892	0.004603630582
893	0.004603587264
894	0.004603609096
895	0.004603532858
896	0.004596359508
897	0.004596347726
898	0.004587570249
899	0.004580540019
900	0.004580529623
901	0.004574929559
902	0.004574848469
903	0.004574849855
904	0.004574847776
905	0.004573771427
906	0.004573750981
907	0.004571648531
908	0.004571682145
909	0.004563860422
910	0.004563828194
911	0.00456384656
912	0.004562026193
913	0.004562034163
914	0.004555668249
915	0.004555663397
916	0.00454951095
917	0.004549411147
918	0.004549408721
919	0.004549411494
920	0.004549395206
921	0.004549391741
922	0.004549398325
923	0.004549365404
924	0.004549327978
925	0.004539098157
926	0.004524600714
927	0.004524598288
928	0.00452101092
929	0.004521017504
930	0.004520990474
931	0.004508689392
932	0.004508689046
933	0.004501853225
934	0.004488125097
935	0.004476426992
936	0.004476412091
937	0.004476387487
938	0.004472448382
939	0.004472455313
940	0.004472469868
941	0.004472423431
942	0.004472450808
943	0.00447245358
944	0.004472451155
945	0.004472437986
946	0.004472445263
947	0.004472409223
948	0.004472273034
949	0.004472286202
950	0.00447222036
951	0.004472207191
952	0.004467147034
953	0.004467112034
954	0.004459732494
955	0.004453204052
956	0.004442784675
957	0.004433669323
958	0.004424505456
959	0.004424535258
960	0.004414294348
961	0.004405106569
962	0.004405109688
963	0.004395266605
964	0.004395282546
965	0.004394989374
966	0.004395002889
967	0.004394975513
968	0.004391728099
969	0.004391729832
970	0.004383117654
971	0.004382318882
972	0.004382336556
973	0.004382345566
974	0.004382327892
975	0.004378497947
976	0.004378518046
977	0.004369050264
978	0.004369050264
979	0.004369007987
980	0.004369039522
981	0.00436582399
982	0.004365908199
983	0.004364945861
984	0.004364899771
985	0.004364949673
986	0.004364916058
987	0.004364904623
988	0.004364871355
989	0.004359203716
990	0.004359235597
991	0.004358500935
992	0.004358472519
993	0.004358502668
994	0.004358451034
995	0.004358330438
996	0.004358335983
997	0.004358293705
998	0.004353413748
999	0.004344109186
